category,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation,intra_intensity_variation,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
citizen_journalism,17.792295996380098,9.46996586398887,4.975693997199512,24.724985528030366,1.4759215584269114,11.09402131940805,14.36032078063442,1.008234443673375,15.34682169543943,10.566773145823392,27.339841300906546,41.09626206034867,4.0847049721384145,1.4786377956412107,39.07074617934249,5.836503397215277,30.036283720893767,0.306047157776053,29.253129472374184,19.625552373220422,13.449714963208002,43.27996305130023,22.703195718239726,5.165683450113449,0.9756469310576927,0.5590032222692609
personal_or_auto-biographical,8.825421022123974,4.338835448320743,2.6884681284700265,22.572455587011152,2.4427750528338765,19.689474695014248,6.550269607843138,1.0823863577261144,2.142407315451433,6.744815393019378,41.97122337023837,57.765419336061484,7.981215558877012,2.023758094472287,36.855563209276745,4.214063926006598,28.110915251173743,5.621664616895179,26.24282834501694,41.68409828663754,19.041067872466712,20.2417675938299,50.10163086680611,6.171284486097774,1.0217780766248072,1.0406671139798982
food_and_drink,9.956778754535103,10.661919807567315,3.2938324842833047,17.571714145410404,5.117596719094441,13.955598180353986,2.763848336848336,1.1275525382937355,4.866163105859465,9.078764360042303,40.99915069139882,38.85728195445322,3.441149529587941,1.467193329645818,33.28752721505249,6.15362275575511,35.72442225969606,1.3964155327170371,29.123761798156355,30.4223611505145,23.328777853186384,34.0657830478006,31.067657009775292,7.6877883702034815,0.8051280291750793,0.4436358529705282
conferences_and_other_events,3.5999528275942763,4.441236269413584,3.0969335195907965,37.23027668006774,3.0577478661151427,20.924318203805154,10.79194457740597,0.9408533988533989,11.424785826562049,18.61694531567832,28.449464277660674,38.445647957971566,2.5044597434412896,0.9818496966629885,36.61663086203873,4.754175248312155,10.237864703416987,2.588025098825672,32.70560696345913,29.40940245028121,22.18780456974611,37.29002274766107,28.6205378450091,5.759315253448918,1.871352219953353,1.5421679042992176
gaming,10.417371256988867,7.648157858882514,6.554785639914111,14.964102850960579,5.238234853167508,12.595053836629013,6.603485051272589,3.136701954275529,5.896431913751342,10.014329573111043,29.675756742341047,31.411885571943763,1.7391749752225856,1.1076588779165002,33.275880641319226,6.107538537322522,45.14697877178132,1.0023632114189158,21.395730428965816,23.656632982826213,16.25204280443477,23.735003396634504,47.38510276705384,10.358521478939684,0.9612718327276525,0.5738645221839729
literature,5.884631252281855,5.941064257028113,5.1167951807228915,2.8404704559866265,1.0309216867469881,28.18599397590362,23.437873493975907,0.0,0.9381004016064258,2.692507349974059,21.29604691493246,68.38322543763572,7.317401664072556,2.6318556522741683,19.494925419747357,4.92493613318701,72.30529311639518,0.15947641192507842,26.000434570819166,25.354361839703316,11.566340102034934,26.24234529985973,19.061399214081202,9.589508598989259,0.6004479351811062,0.43734860864617797
business,12.598935010827153,6.9654624004280015,1.1340307096004771,33.05352540771468,3.174264730176227,10.964020597998651,11.056068353070192,0.9119573643410852,7.179259703947238,10.127667607137823,37.41008188880871,49.69798402335261,3.0233987503536137,1.137905137774251,38.577330933246884,4.4805832715885,20.722764965256957,1.6627382024578707,32.854221562736754,25.463840657910172,16.365712943803782,39.733135964725314,25.521405242793346,5.971475500918389,2.886456338013155,1.4998206501786024
the_mainstream_media,4.782496907989614,4.393996246005332,2.9986239526746346,53.623053433349874,2.393823604697006,8.596615704945089,5.385868162535136,1.6602573460746621,6.738959289311069,9.435811966509212,52.24628748319593,46.50541795224056,5.8148814403561015,2.2192463730006837,27.079309993670073,4.370423339774068,20.988218965158453,0.9984826952619521,35.11332762417496,23.965427116766115,14.89001483815199,42.56483604006965,22.95636324299346,10.589692215334138,1.3438176851258161,0.7418044162864398
autos_and_vehicles,0.6463095238095239,0.0,0.0,65.24961904761905,5.278642857142858,9.426190476190476,0.0,0.0,1.921309523809524,5.440047619047619,71.98267857142858,58.92804761904762,0.5380952380952381,0.5023809523809525,53.38533198464455,6.467683369645505,56.05047979612166,0.7630953894665357,26.68505952380952,25.865130952380955,18.887249999999998,58.32928571428572,12.485142857142858,2.0252857142857144,0.4121634255793586,0.18581357061161974
comedy,6.916647342408336,4.327402614037584,2.4840248962273828,23.978443813334795,4.161805189176012,10.41759633944683,3.803674894088588,2.1922372058266615,5.944212214686568,11.858295232505661,26.903900891480006,30.116878154297574,4.764699223138791,2.2710391315390286,32.306197989423055,6.28325429791402,38.148758663365285,1.690627483182582,24.959871715204226,18.494577204808206,19.515699472584895,29.719437152719372,38.19166669419117,4.879499935239227,1.6780587119812183,0.8580962720066105
default_category,11.284485838478554,6.1985334380978205,3.641827201068496,22.737190736145436,3.7313345440938686,14.618793488332434,9.066809392980856,0.8741639058413351,6.901231080696696,9.922585351274883,33.89371249240633,44.77276084357894,3.646145873544459,1.5029639475298964,37.013553289819214,5.162882601125596,37.59745979413635,1.5925963284656801,26.865052768451278,24.422162068651705,15.670150946339284,33.63534408922393,34.010762754817684,8.00662295990793,1.4420783003182067,1.2596714729993035
videoblogging,11.05441914225036,4.400099835398195,2.9271225873899205,16.41684426971955,5.468204245225473,17.22480397680572,10.060450208240647,1.8242812502124413,6.441351534188604,8.543447657179957,29.59619932011476,45.56392285490657,5.334444067005643,2.13493292733149,34.54516821265113,5.710084051665997,48.594692781455414,1.006930521001621,25.84362180326654,26.443920429230367,19.052889865653206,23.880961982385898,44.78413196794069,6.919649508516936,1.10273880372943,0.6869826917930857
documentary,8.404981931448809,11.494226815098118,6.162786021390407,22.15194621355182,3.428425727695583,19.028103798185008,12.6714515907635,1.0474472485402668,7.341438722873716,16.706167391488073,31.52826369710736,45.5650679591043,3.672389655212046,2.042842317893688,35.39555379547752,6.380154813723027,45.54969490570643,0.5308770434335999,26.190299316568638,26.515948276441335,18.384190477677013,29.139718480242923,39.03385926207886,8.638988244338176,0.8423565700189739,0.4858309551001291
