category,art,movies_and_television,web_development_and_sites,politics,sports,technology,educational,religion,travel,music_and_entertainment,the_environment,school_and_education,health,citizen_journalism,personal_or_auto-biographical,food_and_drink,conferences_and_other_events,gaming,literature,business,the_mainstream_media,autos_and_vehicles,comedy,default_category,videoblogging,documentary
the_environment,61.2937331672088,70.24780513584999,82.44352896545786,62.374627970101464,58.04975620322517,68.95987156322974,70.3848946380265,92.53136167058466,64.58486634939486,71.14720829697191,83.79535929972394,71.29418329273089,65.49347457124273,72.3003106295535,82.0478923676893,58.802557605799535,75.4048228589717,59.767530015899304,91.09569953702845,62.92054671696351,73.65842421860633,106.44045246492324,52.56599345468113,56.37804983175957,61.9952873154872,62.88824823310136
school_and_education,27.517979731233634,39.19603593626019,38.00923196299339,60.134551858195756,23.551740201416386,45.5721833773551,32.607685726665245,61.992498323784304,40.3061626645589,44.421136223649285,71.29418329273089,116.6193274445814,56.28410889184632,53.49025983293917,39.593306070207014,38.666990303113096,49.604540527778504,28.39055284192779,89.34950028267981,35.854008550765904,51.658829684486,77.44805045439723,30.635689913665882,26.22518972760047,30.45938673362548,36.56185959178722
health,46.627938059920794,61.61839020425698,51.48440118891848,30.751653781727025,47.727540843120394,38.10384912822863,40.05308649242312,62.47091420919948,62.70778769919516,69.88021751617975,65.49347457124273,56.28410889184632,118.80212057235687,33.417597431575935,63.44773611850487,57.23461757598288,37.19877561781272,45.921596107565314,92.07930041898346,35.40138564966589,37.32458682839054,66.93309682003782,49.70327845514042,34.16724991744604,55.594996617150585,49.77765802918768
citizen_journalism,42.934970095187694,53.58642694590923,52.454294271048276,28.09283738083184,52.90764330248983,39.02203657985476,40.13469608862012,45.98004450306557,71.99540921093516,72.22468448746791,72.3003106295535,53.49025983293917,33.417597431575935,118.41462462932972,73.76760232554685,66.5320963586768,27.10417999108147,47.41968987702574,108.4201911620936,43.75568188104296,35.650538128864994,87.44677059540305,54.62274362941562,37.91108894688378,62.893366866899875,42.54803111261191
personal_or_auto-biographical,50.92064496756479,60.51569755872847,53.678548288444865,78.51622683856274,37.79082571384945,58.29405747440867,50.76286589408922,82.53191094094794,44.65039098901873,52.323110585733346,82.0478923676893,39.593306070207014,63.44773611850487,73.76760232554685,121.61732562451336,35.73709033845218,66.09629377224972,42.01463153504015,76.64750236598644,43.069915028185484,55.968104475042786,60.6103237573375,42.06727775663427,42.893051757833625,33.819385777722644,59.81997352031463
food_and_drink,48.026976174075784,62.787022515812396,51.279843912599965,69.42224994323543,33.30930841727738,49.0277682328365,45.31117454079463,82.94949452290847,42.11681576676234,58.469386679239285,58.802557605799535,38.666990303113096,57.23461757598288,66.5320963586768,35.73709033845218,113.78770185132261,61.4504635632404,39.19189531061153,73.10640971766429,35.47686258420023,56.453653764699034,66.32663040079582,37.35788249061045,37.360824840255255,35.10753403561674,56.406529997399446
conferences_and_other_events,48.028866662016526,59.9482395089143,36.669636342948735,31.318411399125868,53.04573847536822,22.797813556824288,26.27065537013355,35.54321986820313,75.09882511023456,76.5981871105762,75.4048228589717,49.604540527778504,37.19877561781272,27.10417999108147,66.09629377224972,61.4504635632404,109.96448001353221,46.02525385379543,105.59638811054869,32.832470431265506,30.297039997775673,74.96656955650072,56.33167822611288,36.54012400363926,64.33564202560355,50.66239095153873
gaming,21.5706497058738,30.08879543753834,49.96699351939554,49.24214467501714,17.778427387205966,46.563731125642015,37.840172121916865,57.6656999823442,37.0057411693478,37.190846406511014,59.767530015899304,28.39055284192779,45.921596107565314,47.41968987702574,42.01463153504015,39.19189531061153,46.02525385379543,123.99785923516475,83.49788682956907,34.7802548861058,46.311019377317194,81.3744689845801,18.2747504122868,17.893728608420716,27.063627143180685,23.299903614068388
literature,94.62980975547886,103.09979897986446,96.26485205072791,104.92517731056894,77.34760421434947,99.50313866118555,95.5126341423353,117.17500311387018,70.3577302810756,92.03671905343245,91.09569953702845,89.34950028267981,92.07930041898346,108.4201911620936,76.64750236598644,73.10640971766429,105.59638811054869,83.49788682956907,128.2707705797239,80.08687659606879,99.53512120031847,92.12666786136494,81.41068351775729,85.08630973790449,72.24645165804142,92.59049933469679
business,42.323762006549686,57.81449482428977,28.57549663805468,43.9980463028517,34.29951907064115,21.918273290378345,20.593611765711614,57.357193723642446,52.31202020102128,63.663898398431776,62.92054671696351,35.854008550765904,35.40138564966589,43.75568188104296,43.069915028185484,35.47686258420023,32.832470431265506,34.7802548861058,80.08687659606879,121.51710892250888,31.834165036811306,58.514466037956886,40.40571814383296,22.927272003983344,42.891671817622964,48.34257232653726
the_mainstream_media,47.72661636247396,59.161543695382576,47.768796420680495,44.475935578775626,50.025423913356356,29.858946540145006,35.86750240291418,55.49088664801439,69.44922909985806,69.19929668687611,73.65842421860633,51.658829684486,37.32458682839054,35.650538128864994,55.968104475042786,56.453653764699034,30.297039997775673,46.311019377317194,99.53512120031847,31.834165036811306,116.74954792965715,70.67479428343891,51.78580242716948,35.50134136059916,57.18646111295028,54.14398877864654
autos_and_vehicles,88.14564431122386,104.32329257250511,59.26533421765488,89.09781707450881,77.32734227695167,64.04849054840571,63.94257227168484,97.87664847805209,86.70865154674006,101.95708492125252,106.44045246492324,77.44805045439723,66.93309682003782,87.44677059540305,60.6103237573375,66.32663040079582,74.96656955650072,81.3744689845801,92.12666786136494,58.514466037956886,70.67479428343891,98.78464663690183,84.06699193590771,72.82474603946993,79.86216260088916,97.01681326047635
comedy,20.76813108905335,30.344646557320182,57.44135045095958,55.61403314419136,13.644114159897514,53.68095465649422,45.325677991572,69.58985312750933,29.206123108780528,28.16738878728924,52.56599345468113,30.635689913665882,49.70327845514042,54.62274362941562,42.06727775663427,37.35788249061045,56.33167822611288,18.2747504122868,81.41068351775729,40.40571814383296,51.78580242716948,84.06699193590771,113.92274701791713,22.143522107459535,17.32829685006078,27.994635910970363
default_category,20.6064757527898,36.79700939446166,39.71740600183138,39.75628634349123,18.735637081216016,33.50343880113198,25.751799741233114,55.789694684711876,40.68359989379842,44.670159433657794,56.37804983175957,26.22518972760047,34.16724991744604,37.91108894688378,42.893051757833625,37.360824840255255,36.54012400363926,17.893728608420716,85.08630973790449,22.927272003983344,35.50134136059916,72.82474603946993,22.143522107459535,121.24628068477621,29.83367605654072,28.55179644053511
videoblogging,29.803930869818394,38.7883959283828,58.576643143766816,66.34701240761137,15.077954687306313,59.70136303175266,50.286110985143445,78.3189159839519,19.478818277729932,28.549696713323467,61.9952873154872,30.45938673362548,55.594996617150585,62.893366866899875,33.819385777722644,35.10753403561674,64.33564202560355,27.063627143180685,72.24645165804142,42.891671817622964,57.18646111295028,79.86216260088916,17.32829685006078,29.83367605654072,125.87892994284704,36.44566759489004
documentary,19.229044994023987,19.711976784839074,60.017049930446525,46.30371912560025,28.82017906034686,57.04086347869592,47.827321047682354,55.89154990150599,44.22798390002728,37.75914886481971,62.88824823310136,36.56185959178722,49.77765802918768,42.54803111261191,59.81997352031463,56.406529997399446,50.66239095153873,23.299903614068388,92.59049933469679,48.34257232653726,54.14398877864654,97.01681326047635,27.994635910970363,28.55179644053511,36.44566759489004,123.04607782463657
