video,shot_number,category,cluster,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation1,inter_intensity_variation2,inter_intensity_variation3,inter_intensity_variation4,inter_intensity_variation5,inter_intensity_variation6,inter_intensity_variation7,inter_intensity_variation8,inter_intensity_variation9,intra_intensity_variation1,intra_intensity_variation2,intra_intensity_variation3,intra_intensity_variation4,intra_intensity_variation5,intra_intensity_variation6,intra_intensity_variation7,intra_intensity_variation8,intra_intensity_variation9,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
Chelseagreen-MatSteinTalksSustainabilityAndSurvivalPart1Of2766.xml,1,educational,19,35.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,33.67,100.0,9.0,9.0,1.4,1.2,2.02745098039,1.12156862745,0.635294117647,1.67843137255,3.18039215686,3.01960784314,3.40392156863,17.6470588235,14.1176470588,22.7450980392,18.0392156863,10.1960784314,16.862745098,16.4705882353,13.7254901961,14.9019607843,81.466395112,0.40733197556,33.99,9.23,6.35,27.63,2.87,1.37,3.2722513089,4.31952142166
OSCON-OSCON09SimonWardleyCloudComputingWhyITMatters707.xml,1,technology,33,5.18,0.0,0.0,89.48,0.17,1.74,0.0,0.0,0.2,7.99,84.31,100.0,7.25,9.175374651751284,23.2352941176,39.0588235294,27.7607843137,46.1921568627,49.1019607843,52.6823529412,51.031372549,46.8823529412,59.8666666667,15.2941176471,30.9803921569,23.137254902,12.9411764706,25.8823529412,16.4705882353,16.862745098,24.7058823529,19.2156862745,508.044030483,9.22946655377,95.0,30.28,27.51,67.48,2.77,2.08,24.7251308901,10.3897246415
Web2Expo-Web2ExpoSF09DouglasRushkoffHowTheWebAteTheEconomyAndW739.xml,1,technology,1,0.83,0.0,0.0,97.25,0.19,0.0,0.0,0.0,1.85,1.03,94.84,100.0,2.2,1.7204650534085253,47.6666666667,45.262745098,41.3411764706,30.7215686275,32.9058823529,22.937254902,18.462745098,25.262745098,16.6352941176,15.6862745098,16.862745098,11.3725490196,21.9607843137,23.137254902,11.3725490196,23.137254902,21.9607843137,12.9411764706,228.034875922,3.28638497653,95.46,29.08,26.45,69.01,2.63,1.79,30.1178010471,13.1169173925
ChrisReardon-UnitedKingdomTalkVideoTuesday30thJune2009636.xml,1,comedy,32,0.0,0.0,0.0,8.99,0.0,0.0,0.0,8.49,0.29,0.0,0.0,100.0,2.5,2.5,5.21176470588,8.1137254902,5.14901960784,5.89411764706,7.7137254902,5.27450980392,4.87058823529,8.54117647059,5.7137254902,20.0,34.1176470588,22.3529411765,7.45098039216,19.2156862745,16.862745098,17.6470588235,34.1176470588,23.5294117647,8.59352621025,0.315095961043,8.8,1.57,1.05,7.72,0.51,0.19,6.63612565445,30.711709334
Henrichy0205blip-ArtBrussels2008765.xml,1,art,25,0.58,0.0,0.0,0.0,0.24,0.0,0.0,0.72,0.0,0.0,0.0,100.0,6.5,6.928203230275509,57.9490196078,55.5294117647,57.5333333333,49.7607843137,45.2392156863,48.6274509804,43.6509803922,40.7529411765,44.0862745098,16.0784313725,14.5098039216,15.2941176471,13.3333333333,12.1568627451,12.1568627451,14.1176470588,12.1568627451,16.0784313725,2566.66666667,0.333333333333,0.61,99.53,0.6,0.0,98.93,0.0,0.0130890052356,2.63921879124
Lauraflanders-GRITtvPanelIraqVeteransAgainstTheWar554.xml,1,politics,4,0.0,0.0,0.0,99.65,0.0,0.0,0.0,0.0,0.57,35.18,63.71,100.0,17.625,13.75624858019075,24.9450980392,36.5529411765,25.8392156863,24.4901960784,41.7019607843,28.4745098039,42.1607843137,49.1450980392,43.1019607843,7.8431372549,9.41176470588,7.45098039216,7.05882352941,6.66666666667,9.80392156863,15.2941176471,12.1568627451,15.2941176471,585.296216988,2.56959314775,97.81,10.75,10.16,87.62,0.59,1.47,31.8586387435,12.3251517551
Viewzi-DavidNunezOfDeLaMaquina719.xml,1,technology,30,0.0,0.0,0.0,0.0,9.79,0.0,0.0,9.79,0.0,0.0,0.0,100.0,2.3333333333333335,2.6246692913372702,55.8392156863,61.1529411765,60.8039215686,28.7058823529,41.737254902,41.1058823529,26.3254901961,29.7764705882,28.862745098,27.0588235294,27.4509803922,29.0196078431,22.3529411765,22.7450980392,23.5294117647,23.5294117647,25.4901960784,24.7058823529,1044.7761194,0.0,18.22,85.22,14.22,3.04,71.0,9.34,0.0130890052356,0.589425530043
KELLYTV-IFIWASYOURMANBYJOE111.xml,1,music_and_entertainment,31,0.0,0.0,0.0,0.0,0.0,84.98,0.0,0.0,0.0,0.0,84.98,100.0,11.8,9.620810776644554,37.9568627451,40.7176470588,33.1960784314,35.9176470588,37.0588235294,34.6784313725,29.862745098,38.5843137255,29.3058823529,20.0,18.0392156863,17.2549019608,14.1176470588,13.3333333333,16.0784313725,13.7254901961,16.0784313725,14.5098039216,1446.28099174,0.0,61.3,49.01,27.03,34.06,21.98,15.61,0.0130890052356,2.12896982493
Henrichy0205blip-InterviewWithDesignerRobertStadler493.xml,1,art,1,96.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18,100.0,23.333333333333332,15.912957683040016,29.9215686275,38.9450980392,43.6470588235,37.4745098039,42.8156862745,42.4823529412,48.2980392157,39.368627451,26.0078431373,13.7254901961,12.1568627451,5.49019607843,9.80392156863,14.9019607843,12.9411764706,3.52941176471,11.7647058824,18.431372549,175.0,0.0,69.62,21.92,13.4,56.17,8.53,21.53,7.57853403141,3.51895838832
Publicdomain-advertisment_newport_cigarettes_3657.xml,1,movies_and_television,17,0.0,0.0,0.0,0.0,2.59,18.43,0.0,18.43,2.59,0.0,0.0,100.0,0.0,0.0,37.7490196078,62.7490196078,53.1882352941,38.0,64.9137254902,51.1333333333,31.9764705882,49.8274509804,46.5568627451,11.7647058824,31.7647058824,16.862745098,14.5098039216,13.7254901961,10.1960784314,13.3333333333,16.0784313725,11.3725490196,327.868852459,1.6393442623,37.7,82.95,24.11,13.54,58.84,0.23,0.274869109948,0.536641154218
ReporterRoundtable-RREps220375.xml,1,citizen_journalism,10,1.86,0.0,0.0,93.97,0.35,1.53,0.0,0.0,27.74,49.43,19.52,100.0,22.903225806451612,21.084094048648076,34.5647058824,33.5490196078,32.7843137255,28.5215686275,33.768627451,28.4078431373,27.5843137255,40.0470588235,27.8352941176,19.2156862745,16.862745098,18.431372549,23.137254902,16.862745098,18.8235294118,21.568627451,16.4705882353,20.0,1230.13537375,4.47321954091,67.74,30.54,20.13,47.61,10.42,21.75,38.0366492147,14.9467757544
Courosa-OpenDoctrineK12OnlineConferencePresentationTeaserEdupun628.xml,1,default_category,30,0.0,10.74,0.0,46.1,13.41,11.68,0.0,0.0,0.0,13.8,65.08,100.0,5.5,4.5661800227323495,42.8078431373,54.5215686275,39.0823529412,44.2588235294,42.3529411765,43.2,40.7333333333,33.5019607843,35.8470588235,18.8235294118,18.431372549,18.431372549,21.568627451,21.1764705882,20.0,25.8823529412,24.3137254902,23.9215686275,1086.95652174,2.60869565217,83.73,27.83,15.02,68.7,12.81,2.82,4.24083769634,2.02340107328
PDXK-DepavingDayAtCarfreeConference575.xml,1,citizen_journalism,29,0.0,0.0,0.0,0.0,10.71,22.09,0.0,0.0,3.89,0.0,28.91,100.0,15.166666666666666,12.20541774058644,31.4666666667,41.0196078431,29.4235294118,36.8941176471,47.8,25.6352941176,38.4117647059,39.9647058824,36.0156862745,16.4705882353,22.3529411765,19.6078431373,21.9607843137,21.9607843137,16.0784313725,20.7843137255,14.5098039216,20.0,1578.94736842,2.63157894737,24.98,84.21,12.58,12.39,71.63,1.82,0.549738219895,1.00290314067
Thatsportsshowhd-ThatSportsShowWhyWeDontWatchSoccer687.xml,1,sports,29,25.51,26.66,0.0,0.0,13.24,0.0,2.15,0.0,20.67,2.77,38.86,100.0,5.666666666666667,5.270462766947299,38.9411764706,36.4196078431,42.8901960784,40.6352941176,34.9058823529,41.4745098039,36.0,33.4039215686,35.3137254902,24.7058823529,18.0392156863,20.3921568627,17.6470588235,11.3725490196,19.6078431373,19.2156862745,15.6862745098,16.862745098,1673.81974249,4.29184549356,54.48,78.07,35.9,18.48,42.17,2.77,2.93193717277,2.04979326119
Web2Expo-Web20Expo2008MattCuttsGoogle931.xml,1,technology,22,0.0,0.0,0.0,0.0,0.35,97.93,0.0,0.0,0.0,0.0,98.28,100.0,1.5,1.5,6.70588235294,20.3098039216,42.8352941176,7.3568627451,15.1490196078,42.7490196078,12.0392156863,13.7529411765,38.3725490196,0.78431372549,7.8431372549,8.23529411765,1.17647058824,5.49019607843,2.74509803922,0.78431372549,0.392156862745,7.05882352941,25.5754475703,0.0,94.83,35.32,32.43,62.39,2.89,2.06,15.2356020942,6.87956364916
Politicallunch-PoliticalLunch031109MixedMessageWednesday142.xml,1,politics,4,0.0,0.0,0.0,95.06,0.0,0.0,0.0,0.0,2.19,0.0,92.7,100.0,24.833333333333332,14.746939418815762,40.4156862745,59.0235294118,38.7803921569,42.6745098039,62.5647058824,51.2156862745,36.7921568627,40.3647058824,39.7294117647,15.6862745098,16.862745098,18.0392156863,19.6078431373,15.6862745098,23.5294117647,20.0,20.0,24.7058823529,669.144981413,10.4089219331,90.94,8.96,4.2,86.74,4.76,3.85,5.92931937173,2.36649951614
Shantell-TestToneVol41NikkasenMitsuruTabataTatsuhisaYamamotoKe114.xml,1,art,19,0.48,1.69,1.67,78.82,4.12,0.0,0.0,0.0,0.0,5.73,74.05,100.0,13.0,8.774964387392123,14.8745098039,12.8352941176,16.4588235294,11.6196078431,15.0196078431,14.5764705882,10.0823529412,12.4666666667,9.86274509804,4.3137254902,5.88235294118,3.52941176471,0.78431372549,1.17647058824,1.17647058824,5.09803921569,1.96078431373,8.62745098039,133.333333333,10.6666666667,81.68,47.67,30.73,50.95,16.94,1.22,6.53141361257,5.27843758248
Web2summit-Web20Summit08JohnBattelleFederatedMediaPublishingElonM681.xml,1,technology,24,4.32,2.44,1.8,84.83,1.29,1.58,0.0,0.0,14.05,3.28,77.17,100.0,4.222222222222222,2.973130702279923,49.3176470588,49.1058823529,51.4,40.2117647059,42.0470588235,47.0352941176,21.4,25.0,28.9764705882,12.9411764706,14.1176470588,13.3333333333,12.1568627451,10.9803921569,13.3333333333,12.1568627451,13.7254901961,13.3333333333,328.80315651,7.97895659798,92.33,16.05,12.16,80.16,3.88,3.71,46.8717277487,20.0668602094
Politicallunch-PoliticalLunch092208FinancialCrisis390.xml,1,politics,9,0.0,0.0,0.0,0.0,0.0,96.91,96.91,0.0,0.0,0.0,0.0,100.0,2.3333333333333335,1.699673171197595,53.0352941176,55.2274509804,53.3607843137,44.8980392157,79.8588235294,46.6235294118,49.1568627451,63.0117647059,57.7137254902,23.9215686275,23.137254902,26.2745098039,10.9803921569,10.5882352941,29.8039215686,23.5294117647,21.568627451,25.4901960784,385.852090032,0.0,91.03,9.87,6.95,84.08,2.92,5.53,6.43979057592,2.73599014692
Mandalorian30-PixelDanReviewStarTrekCereal868.xml,1,default_category,27,0.0,0.0,0.0,0.0,8.81,65.62,0.0,0.0,13.02,0.0,61.41,100.0,12.0,15.215124054702938,53.7568627451,56.4392156863,54.7450980392,49.062745098,48.6,47.5254901961,38.1098039216,43.2588235294,40.5803921569,14.5098039216,11.3725490196,12.5490196078,14.1176470588,13.7254901961,12.9411764706,14.5098039216,13.7254901961,15.6862745098,2121.21212121,1.21212121212,66.43,62.06,30.94,35.41,31.12,2.22,2.55235602094,1.45157033518
Dailyamericannews-BuffaloSoldiersHonorTheWarriorsAboardFlight93630.xml,1,educational,30,19.99,0.0,11.55,0.0,2.94,3.86,0.0,17.32,20.75,0.0,0.0,100.0,3.5,3.5,58.0078431373,59.1764705882,62.3294117647,43.031372549,45.1019607843,47.1843137255,28.8470588235,28.3803921569,30.0352941176,32.1568627451,30.5882352941,32.1568627451,29.8039215686,28.2352941176,29.8039215686,30.5882352941,30.5882352941,30.9803921569,1092.15017065,2.73037542662,6.5,83.58,3.98,2.51,79.6,13.47,0.366492146597,2.57763701944
Truthout-KeithOlbermannOnTheToneOfThePresidentialRace513.xml,1,politics,34,0.0,0.0,0.0,99.97,0.0,0.0,0.0,0.0,0.53,27.42,69.51,100.0,1.0,1.0,46.8980392157,62.9921568627,8.30196078431,53.5450980392,66.7843137255,16.0862745098,24.1647058824,31.3058823529,14.4941176471,11.3725490196,3.92156862745,10.1960784314,6.66666666667,4.3137254902,5.49019607843,13.7254901961,6.27450980392,1.17647058824,13.221683561,13.133539004,93.49,15.57,14.01,79.45,1.55,4.91,50.6413612565,19.9612914577
Spotspot-ScottDravesSoftwareArtworks19922008996.xml,1,default_category,17,4.99,0.0,17.17,0.0,12.76,12.74,0.0,0.0,8.32,11.05,27.4,100.0,2.6666666666666665,1.9720265943665387,33.8,31.7019607843,30.2784313725,29.1254901961,42.7137254902,31.3647058824,27.6705882353,35.7215686275,33.3568627451,20.0,25.8823529412,22.7450980392,21.1764705882,21.1764705882,20.3921568627,21.1764705882,21.9607843137,21.568627451,460.704607046,2.9810298103,39.13,83.31,26.56,12.43,56.74,2.93,0.0130890052356,3.24623911322
GVTVNEWS-GVTVNews050508NCTV11622.xml,1,movies_and_television,21,0.72,9.63,0.92,59.85,2.99,10.87,0.0,0.0,3.91,16.22,61.7,100.0,22.9,16.306133815224257,8.98039215686,9.11764705882,8.5137254902,6.96862745098,7.01960784314,7.33333333333,6.12941176471,6.92156862745,7.21568627451,18.0392156863,14.5098039216,16.0784313725,13.7254901961,10.5882352941,12.9411764706,10.5882352941,9.01960784314,10.5882352941,784.88372093,7.09302325581,74.87,31.49,17.82,57.05,13.67,10.95,34.3848167539,15.1315210698
Grouchobeer-RedVsBlue505.xml,1,comedy,33,6.84,0.0,1.38,80.85,0.29,0.0,0.0,0.0,2.66,59.97,24.84,100.0,12.25,12.173228823939851,41.7764705882,38.1333333333,40.5176470588,54.2705882353,54.7176470588,49.7725490196,32.2117647059,37.6745098039,26.3490196078,13.7254901961,13.7254901961,14.1176470588,21.1764705882,14.1176470588,18.431372549,17.6470588235,13.7254901961,15.2941176471,425.867507886,10.8832807571,84.34,22.26,13.91,70.42,8.34,7.12,11.9633507853,5.57754904548
Scriggity-scriggityShauna3sMcdonalds622.xml,1,citizen_journalism,7,0.0,0.0,0.0,0.0,5.87,0.0,4.72,0.0,1.15,0.0,0.0,100.0,19.142857142857142,20.01020147987786,29.3960784314,29.1764705882,24.7098039216,23.9529411765,29.2196078431,23.3921568627,21.5725490196,27.3647058824,15.2470588235,28.2352941176,23.5294117647,25.0980392157,21.1764705882,18.8235294118,20.3921568627,21.1764705882,20.7843137255,16.862745098,3207.54716981,1.88679245283,53.66,52.64,12.15,40.5,40.49,4.6,0.0916230366492,0.466261986452
BURNcast-BURNcastTV008KevissimoOnThePastAndFutureOfBurningMan613.xml,1,travel,1,0.0,0.0,0.0,93.56,1.83,0.0,0.0,0.0,2.61,14.54,77.29,100.0,10.5,8.51958527942137,34.3607843137,50.4941176471,77.2235294118,37.4745098039,39.3843137255,59.3333333333,30.368627451,29.0549019608,48.7333333333,16.0784313725,24.7058823529,32.1568627451,14.5098039216,21.568627451,23.137254902,12.5490196078,18.0392156863,18.431372549,231.481481481,5.55555555556,42.17,41.85,19.57,22.6,22.28,35.18,9.50261780105,3.80047505938
Podjumper-TheBestMenAreAlwaysGay985.xml,1,default_category,19,0.0,0.0,0.0,85.14,3.13,0.0,0.0,0.0,1.21,1.51,82.11,100.0,1.0,1.0,19.8431372549,18.2901960784,21.0117647059,33.4823529412,22.2,24.1450980392,17.5098039216,14.7882352941,15.9529411765,9.80392156863,9.01960784314,10.1960784314,14.9019607843,9.01960784314,10.1960784314,8.62745098039,7.05882352941,7.8431372549,38.7596899225,6.39534883721,82.63,55.33,41.22,41.31,14.11,3.01,10.4581151832,4.53945632093
Legourmettv-CleaningMussels450.xml,1,food_and_drink,8,7.89,0.0,0.0,0.0,8.4,16.24,0.0,0.0,3.42,0.0,26.27,100.0,4.2,4.4,30.2745098039,27.0862745098,19.5137254902,33.0862745098,32.0705882353,28.2,13.1019607843,17.5803921569,13.7921568627,28.6274509804,25.4901960784,20.3921568627,25.0980392157,23.137254902,22.3529411765,20.7843137255,23.5294117647,20.3921568627,967.741935484,3.22580645161,61.87,35.0,17.56,44.27,17.44,17.66,0.497382198953,0.545438550189
Albarra-MeanValueTheorem1456.xml,1,educational,16,10.53,16.44,3.18,28.96,7.25,3.33,0.0,0.0,2.55,5.72,55.65,100.0,0.0,0.0,89.631372549,89.2745098039,86.5294117647,92.3960784314,91.3411764706,93.7098039216,92.5019607843,92.2509803922,91.0862745098,25.8823529412,25.4901960784,22.7450980392,25.4901960784,23.5294117647,25.8823529412,25.8823529412,25.8823529412,25.8823529412,216.919739696,10.8459869848,9.67,50.56,2.57,7.1,48.0,41.2,5.27486910995,4.05559954254
SPI-WednesdaySeptember172008705.xml,1,sports,19,0.0,0.0,0.0,98.04,0.0,0.0,0.0,0.0,0.08,19.18,77.32,100.0,4.0,4.320493798938574,0.654901960784,1.01960784314,0.674509803922,3.78823529412,17.0078431373,3.3568627451,1.80392156863,14.6039215686,1.79607843137,14.5098039216,12.5490196078,15.6862745098,14.5098039216,7.8431372549,11.7647058824,12.9411764706,5.49019607843,13.7254901961,17.2860847018,4.58081244598,92.13,11.69,9.95,82.17,1.74,5.71,25.8638743455,10.1785871382
Crashsolo-OneMinuteTheLocalNews189.xml,1,literature,9,0.0,0.0,0.0,0.0,0.0,94.91,94.91,0.0,0.0,0.0,0.0,100.0,13.333333333333334,9.46337971105226,20.4431372549,21.1450980392,19.7411764706,17.5058823529,14.4039215686,13.2470588235,13.5137254902,10.0039215686,5.21176470588,31.3725490196,31.3725490196,29.0196078431,26.2745098039,20.7843137255,18.431372549,20.0,13.7254901961,5.49019607843,512.820512821,0.0,64.14,21.41,12.55,51.59,8.86,24.31,1.12565445026,0.686196885722
Helpmycashgrow-Season1Episode8GuestSpeakerJoshuaHamm138.xml,1,videoblogging,30,34.45,0.0,0.0,0.0,0.0,36.52,0.0,0.0,0.0,0.0,70.44,100.0,9.666666666666666,6.182412330330469,21.9921568627,25.3176470588,38.5176470588,26.5568627451,26.1764705882,30.968627451,26.4,26.0117647059,18.568627451,14.1176470588,22.3529411765,21.9607843137,13.7254901961,15.6862745098,14.5098039216,12.9411764706,10.9803921569,9.01960784314,1153.84615385,1.53846153846,23.98,92.31,20.08,3.85,72.23,2.92,1.51832460733,1.1436614762
Politicallunch-PoliticalLunchFlashbackGOPPrimaryDebate591.xml,1,politics,4,8.0,9.76,0.0,59.98,0.51,8.04,0.0,0.0,1.21,15.94,67.67,100.0,5.4,4.715930449020639,39.6941176471,54.4392156863,45.4705882353,37.5411764706,55.5647058824,39.9490196078,32.9058823529,35.7960784314,32.9568627451,21.1764705882,23.9215686275,24.7058823529,18.431372549,18.8235294118,19.6078431373,21.1764705882,21.9607843137,23.5294117647,705.128205128,7.37179487179,83.29,21.54,9.89,73.39,11.65,4.59,6.15183246073,2.74478754289
Crashsolo-OneMinuteJupiter166.xml,1,literature,28,0.0,0.0,0.0,0.0,0.0,92.57,92.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.49019607843,5.49019607843,5.49019607843,5.49019607843,5.49019607843,5.49019607843,5.88235294118,5.88235294118,5.88235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.21,29.12,10.51,36.7,18.61,30.06,1.15183246073,0.598222926014
Nitaai-JanmashtamiKirtana2007853.xml,1,religion,17,1.85,0.0,0.0,0.0,4.38,17.07,0.0,0.0,4.58,6.8,11.89,100.0,6.2,6.20966987850401,44.7137254902,43.8039215686,40.431372549,41.4274509804,47.5647058824,46.2196078431,43.0392156863,45.0549019608,40.7490196078,30.1960784314,27.8431372549,26.6666666667,26.2745098039,26.6666666667,24.3137254902,26.2745098039,26.2745098039,21.568627451,355.029585799,1.30177514793,28.95,95.55,26.5,2.39,69.05,1.85,4.4109947644,7.43379959532
Missomething-PinTheTailOnTheBeaver118.xml,1,default_category,14,0.0,0.0,0.0,0.0,5.21,70.64,20.9,0.0,11.82,0.0,43.14,100.0,19.75,20.06707502353046,6.43137254902,7.79215686275,13.3137254902,12.231372549,13.1254901961,12.6431372549,7.72941176471,7.10588235294,11.1019607843,8.23529411765,6.27450980392,13.3333333333,11.3725490196,10.5882352941,12.5490196078,9.41176470588,7.8431372549,11.3725490196,593.75,1.25,56.44,43.25,13.67,42.61,29.58,13.58,5.66753926702,2.81516671065
TheJAMAREPORT-STUDYSHOWSCHANGEINLIFESYTLEHABITS389.xml,1,health,31,0.0,0.0,0.0,96.68,1.44,0.0,0.0,0.0,0.0,42.31,53.97,100.0,4.25,3.6314597615834874,35.8078431373,38.4117647059,37.8705882353,36.3137254902,38.8901960784,38.5294117647,27.5921568627,36.6235294118,33.2941176471,18.8235294118,19.6078431373,15.2941176471,15.6862745098,8.62745098039,10.1960784314,18.0392156863,16.0784313725,17.6470588235,1510.79136691,10.071942446,78.22,37.77,19.77,58.44,18.0,2.64,2.51308900524,1.22283803994
